Bike_id,Publish_period,End_Date,Departure_Date,Distance_travelled,Color,Country_Sold,N_Photos,Price,N_Inquires,is_sold
XL3-1501457,4,1320883200000000000,1323820800000000000,86281,Silver,Cambodia,28,110000,4,1.0
XL3-1265194,3,1319846400000000000,1323820800000000000,150838,Silver,Cambodia,27,90000,29,0.0
XL3-1265194,14,1321056000000000000,1323820800000000000,150838,Silver,Cambodia,27,80000,29,1.0
XL3-1279720,5,1321056000000000000,1323820800000000000,80000,Pink,Cambodia,28,110000,5,0.0
XL3-1279720,3,1321315200000000000,1323820800000000000,80000,Pink,Cambodia,28,105000,5,1.0
XL3-1070522,28,1318204800000000000,1329696000000000000,81333,Silver,Cambodia,27,110000,58,0.0
XL3-1070522,38,1321488000000000000,1329696000000000000,81333,Silver,Cambodia,27,90000,58,1.0
XL3-1266583,25,1317859200000000000,1329696000000000000,108585,Black,Brunei,28,130000,27,0.0
XL3-1266583,42,1321488000000000000,1329696000000000000,108585,Black,Brunei,28,95000,27,1.0
XL3-1529485,10,1320883200000000000,1327536000000000000,137594,Gray,Vietnam,29,110000,17,0.0
XL3-1529485,8,1321574400000000000,1327536000000000000,137594,Gray,Vietnam,29,100000,17,1.0
XL3-1076788,3,1321660800000000000,1323820800000000000,89845,Blue,Burundi,29,90000,13,1.0
XL3-1243444,12,1319068800000000000,1327622400000000000,101051,Pink,Malawi,28,110000,40,0.0
XL3-1243444,37,1322265600000000000,1327622400000000000,101051,Pink,Malawi,28,70000,40,1.0
XL3-1118098,26,1320105600000000000,1330387200000000000,133340,Black,Vietnam,28,110000,106,0.0
