Bike_id,Publish_period,End_Date,Departure_Date,Distance_travelled,Color,Country_Sold,N_Photos,Price,N_Inquires,is_sold
XL3-1279820,8,1385942400000000000,1390262400000000000,51463,Red,Vietnam,30,90000,6,1.0
XL3-1515025,12,1386028800000000000,1390262400000000000,50249,Blue,Vietnam,29,90000,3,1.0
XL3-1061252,28,1385596800000000000,1390867200000000000,55725,Red,Laos,33,90000,5,0.0
XL3-1061252,5,1386028800000000000,1390867200000000000,55725,Red,Laos,33,58000,5,1.0
XL3-1262228,32,1385942400000000000,1390348800000000000,72044,Black,Cambodia,35,100000,5,0.0
XL3-1262228,1,1386028800000000000,1390348800000000000,72044,Black,Cambodia,35,63000,5,1.0
XL3-1252485,24,1384041600000000000,1391990400000000000,76879,Red,Laos,32,80000,48,0.0
XL3-1252485,24,1386115200000000000,1391990400000000000,76879,Red,Laos,32,39000,48,1.0
XL3-1031817,8,1384300800000000000,1390867200000000000,131280,Pearl,Laos,30,90000,7,0.0
XL3-1031817,21,1386115200000000000,1390867200000000000,131280,Pearl,Laos,30,63000,7,1.0
XL3-1235356,9,1385856000000000000,1390435200000000000,73723,White,Philippine,31,90000,4,0.0
XL3-1235356,3,1386115200000000000,1390435200000000000,73723,White,Philippine,31,73000,4,1.0
XL3-1506100,5,1385251200000000000,1390262400000000000,109173,Pearl,Philippine,29,80000,4,0.0
XL3-1506100,10,1386115200000000000,1390262400000000000,109173,Pearl,Philippine,29,53000,4,1.0
XL3-1271998,1,1384387200000000000,1390608000000000000,107558,Blue,Philippine,31,90000,5,0.0
XL3-1271998,20,1386115200000000000,1390608000000000000,107558,Blue,Philippine,31,63000,5,1.0
XL3-1263522,4,1385164800000000000,1389571200000000000,30799,Red,Laos,31,90000,14,0.0
XL3-1263522,11,1386115200000000000,1389571200000000000,30799,Red,Laos,31,73000,14,1.0
XL3-1177167,9,1386115200000000000,1390694400000000000,118885,White,Philippine,30,90000,2,0.0
XL3-1177167,1,1386201600000000000,1390694400000000000,118885,White,Philippine,30,73000,2,1.0
XL3-1022062,25,1385596800000000000,1390608000000000000,124593,Blue,Laos,30,80000,4,0.0
XL3-1022062,7,1386201600000000000,1390608000000000000,124593,Blue,Laos,30,53000,4,1.0
XL3-1516827,8,1385769600000000000,1389830400000000000,112264,White,Laos,31,80000,2,0.0
XL3-1516827,5,1386201600000000000,1389830400000000000,112264,White,Laos,31,63000,2,1.0
XL3-1015786,17,1384992000000000000,1389830400000000000,91780,Pearl,Laos,31,80000,2,0.0
XL3-1015786,14,1386201600000000000,1389830400000000000,91780,Pearl,Laos,31,60000,2,1.0
XL38001158,7,1383436800000000000,1391040000000000000,101094,Silver,Cambodia,29,80000,10,0.0
XL38001158,32,1386201600000000000,1391040000000000000,101094,Silver,Cambodia,29,53000,10,1.0
XL3-1515316,1,1384819200000000000,1389916800000000000,39836,Silver,Cambodia,29,100000,6,0.0
XL3-1515316,16,1386201600000000000,1389916800000000000,39836,Silver,Cambodia,29,83000,6,1.0
XL3-1066367,28,1386028800000000000,1389830400000000000,120043,Blue,Laos,30,90000,3,0.0
XL3-1066367,3,1386288000000000000,1389830400000000000,120043,Blue,Laos,30,63000,3,1.0
XL3-1251788,20,1385856000000000000,1389744000000000000,149070,Blue,Laos,29,90000,5,0.0
XL3-1251788,5,1386288000000000000,1389744000000000000,149070,Blue,Laos,29,63000,5,1.0
XL3-1259880,21,1385683200000000000,1389744000000000000,65061,Red,Laos,30,80000,6,0.0
XL3-1259880,7,1386288000000000000,1389744000000000000,65061,Red,Laos,30,63000,6,1.0
XL3-1024572,21,1384300800000000000,1391990400000000000,108811,Pink,Cambodia,29,80000,15,0.0
XL3-1024572,23,1386288000000000000,1391990400000000000,108811,Pink,Cambodia,29,41000,15,1.0
XL3-1077432,1,1384992000000000000,1389571200000000000,95199,Blue,Laos,30,80000,1,0.0
XL3-1077432,15,1386288000000000000,1389571200000000000,95199,Blue,Laos,30,63000,1,1.0
XL3-1264562,2,1385337600000000000,1389744000000000000,133764,White,Laos,30,70000,4,0.0
XL3-1264562,11,1386288000000000000,1389744000000000000,133764,White,Laos,30,53000,4,1.0
XL3-1245026,15,1385942400000000000,1389744000000000000,55705,Blue,Laos,30,80000,57,0.0
XL3-1245026,4,1386288000000000000,1389744000000000000,55705,Blue,Laos,30,53000,57,1.0
XL3-1518956,4,1383955200000000000,1390435200000000000,85318,Blue,Laos,30,90000,5,0.0
XL3-1518956,28,1386374400000000000,1390435200000000000,85318,Blue,Laos,30,70000,5,1.0
XL3-1266068,7,1384300800000000000,1390262400000000000,127440,Red,Laos,30,70000,34,0.0
XL3-1266068,24,1386374400000000000,1390262400000000000,127440,Red,Laos,30,43000,34,1.0
XL3-1235710,24,1386028800000000000,1389571200000000000,54052,Red,Laos,31,80000,10,0.0
XL3-1235710,4,1386374400000000000,1389571200000000000,54052,Red,Laos,31,46000,10,1.0
XL3-1506459,1,1385683200000000000,1389744000000000000,65897,Blue,Philippine,29,80000,7,0.0
XL3-1506459,8,1386374400000000000,1389744000000000000,65897,Blue,Philippine,29,75000,7,1.0
XL3-1505939,10,1386374400000000000,1389744000000000000,54596,Silver,Philippine,30,90000,3,0.0
XL3-1505939,0,1386374400000000000,1389744000000000000,54596,Silver,Philippine,30,73000,3,1.0
XL3-1556556,48,1386374400000000000,1392076800000000000,107837,Red,Laos,30,80000,32,0.0
XL3-1556556,2,1386547200000000000,1392076800000000000,107837,Red,Laos,30,31000,32,1.0
XL3-1514571,4,1383868800000000000,1390435200000000000,114491,Red,Laos,30,80000,7,0.0
XL3-1514571,31,1386547200000000000,1390435200000000000,114491,Red,Laos,30,43000,7,1.0
XL3-1506219,27,1386201600000000000,1390953600000000000,83874,Red,Philippine,28,80000,31,0.0
XL3-1506219,4,1386547200000000000,1390953600000000000,83874,Red,Philippine,28,43000,31,1.0
XL3-1181218,10,1386028800000000000,1390262400000000000,78706,Blue,Philippine,31,90000,3,0.0
XL3-1181218,6,1386547200000000000,1390262400000000000,78706,Blue,Philippine,31,63000,3,1.0
XL3-1255458,33,1386374400000000000,1391040000000000000,99341,Red,Laos,30,80000,13,0.0
XL3-1255458,2,1386547200000000000,1391040000000000000,99341,Red,Laos,30,53000,13,1.0
XL3-1543100,11,1386288000000000000,1389916800000000000,64456,Yellow,Malawi,31,90000,3,0.0
XL3-1543100,3,1386547200000000000,1389916800000000000,64456,Yellow,Malawi,31,73000,3,1.0
XL3-1099985,15,1386460800000000000,1389916800000000000,87168,Red,Laos,29,80000,1,0.0
XL3-1099985,1,1386547200000000000,1389916800000000000,87168,Red,Laos,29,63000,1,1.0
XL3-1021007,2,1384992000000000000,1389916800000000000,71034,Silver,Laos,31,80000,6,0.0
XL3-1021007,18,1386547200000000000,1389916800000000000,71034,Silver,Laos,31,63000,6,1.0
XL3-1546525,24,1386115200000000000,1390608000000000000,82838,Red,Laos,30,80000,4,0.0
XL3-1546525,5,1386547200000000000,1390608000000000000,82838,Red,Laos,30,53000,4,1.0
XL3-1508263,28,1386547200000000000,1391644800000000000,112747,Black,Philippine,31,80000,13,0.0
XL3-1508263,1,1386633600000000000,1391644800000000000,112747,Black,Philippine,31,41000,13,1.0
XL3-1002254,34,1386633600000000000,1390348800000000000,105861,Silver,Laos,33,80000,11,0.0
XL3-1002254,0,1386633600000000000,1390348800000000000,105861,Silver,Laos,33,53000,11,1.0
XL3-1014434,46,1386201600000000000,1392422400000000000,42842,Red,Laos,31,80000,45,0.0
XL3-1014434,5,1386633600000000000,1392422400000000000,42842,Red,Laos,31,43000,45,1.0
XL3-1252744,26,1386460800000000000,1390262400000000000,56916,Red,Laos,31,90000,4,0.0
XL3-1252744,2,1386633600000000000,1390262400000000000,56916,Red,Laos,31,73000,4,1.0
XL3-1516308,18,1386115200000000000,1390521600000000000,75285,Silver,Vietnam,31,80000,6,0.0
XL3-1516308,7,1386720000000000000,1390521600000000000,75285,Silver,Vietnam,31,70000,6,1.0
XL3-1038202,7,1385164800000000000,1389744000000000000,69455,Blue,Laos,30,80000,10,0.0
XL3-1038202,18,1386720000000000000,1389744000000000000,69455,Blue,Laos,30,53000,10,1.0
XL3-1510300,13,1385683200000000000,1389398400000000000,87759,Blue,Indonesia,30,80000,12,0.0
XL3-1510300,12,1386720000000000000,1389398400000000000,87759,Blue,Indonesia,30,60000,12,1.0
XL3-1273659,24,1386460800000000000,1390953600000000000,118985,Black,Philippine,31,90000,20,0.0
XL3-1273659,3,1386720000000000000,1390953600000000000,118985,Black,Philippine,31,53000,20,1.0
XL3-1518222,13,1386115200000000000,1389744000000000000,79423,Blue,Laos,30,100000,4,0.0
XL3-1518222,7,1386720000000000000,1389744000000000000,79423,Blue,Laos,30,83000,4,1.0
XL3-1522784,13,1385769600000000000,1391040000000000000,122057,Pearl,Laos,29,90000,4,0.0
XL3-1522784,11,1386720000000000000,1391040000000000000,122057,Pearl,Laos,29,63000,4,1.0
XL3-1069761,14,1385769600000000000,1392163200000000000,57493,Yellow,Vietnam,31,90000,2,0.0
XL3-1069761,11,1386720000000000000,1392163200000000000,57493,Yellow,Vietnam,31,63000,2,1.0
XL3-1504424,4,1386720000000000000,1390089600000000000,80278,Blue,Chile,29,160000,1,1.0
XL3-1516800,2,1384473600000000000,1391731200000000000,90478,Pearl,Armenia,29,90000,5,0.0
XL3-1516800,26,1386720000000000000,1391731200000000000,90478,Pearl,Armenia,29,60000,5,1.0
XL3-1075004,20,1386288000000000000,1389916800000000000,36748,Red,Laos,29,90000,10,0.0
XL3-1075004,5,1386720000000000000,1389916800000000000,36748,Red,Laos,29,63000,10,1.0
XL3-1001738,3,1384819200000000000,1389916800000000000,109627,Silver,Laos,29,80000,5,0.0
XL3-1001738,22,1386720000000000000,1389916800000000000,109627,Silver,Laos,29,53000,5,1.0
XL3-1526926,19,1385683200000000000,1390435200000000000,85073,Blue,Laos,29,90000,7,0.0
XL3-1526926,13,1386806400000000000,1390435200000000000,85073,Blue,Laos,29,63000,7,1.0
XL3-1553343,27,1386374400000000000,1390694400000000000,90524,Red,Laos,30,90000,6,0.0
XL3-1553343,5,1386806400000000000,1390694400000000000,90524,Red,Laos,30,68000,6,1.0
XL3-1015148,4,1385078400000000000,1389571200000000000,68894,Pink,Cambodia,30,80000,5,0.0
XL3-1015148,20,1386806400000000000,1389571200000000000,68894,Pink,Cambodia,30,63000,5,1.0
XL3-1267300,9,1385164800000000000,1390262400000000000,128647,Pearl,Laos,30,80000,8,0.0
XL3-1267300,19,1386806400000000000,1390262400000000000,128647,Pearl,Laos,30,63000,8,1.0
XL3-1517755,7,1384387200000000000,1391990400000000000,137095,Red,Cambodia,31,80000,29,0.0
XL3-1517755,28,1386806400000000000,1391990400000000000,137095,Red,Cambodia,31,43000,29,1.0
XL3-1148717,23,1386201600000000000,1392768000000000000,95795,Pearl,Philippine,29,90000,8,0.0
XL3-1148717,7,1386806400000000000,1392768000000000000,95795,Pearl,Philippine,29,55000,8,1.0
XL3-1259160,19,1386460800000000000,1391644800000000000,78480,Green,Micronesia,29,90000,3,0.0
XL3-1259160,4,1386806400000000000,1391644800000000000,78480,Green,Micronesia,29,68000,3,1.0
XL3-1278917,10,1385942400000000000,1389830400000000000,76883,Silver,Laos,29,80000,4,0.0
XL3-1278917,11,1386892800000000000,1389830400000000000,76883,Silver,Laos,29,70000,4,1.0
XL3-1131989,6,1386633600000000000,1389830400000000000,29012,Black,Laos,30,150000,3,0.0
XL3-1131989,3,1386892800000000000,1389830400000000000,29012,Black,Laos,30,145000,3,1.0
XL3-1079280,18,1386633600000000000,1389571200000000000,94904,Blue,Laos,31,80000,3,0.0
XL3-1079280,3,1386892800000000000,1389571200000000000,94904,Blue,Laos,31,63000,3,1.0
XL3-1525235,24,1386806400000000000,1390262400000000000,96392,Yellow,Laos,32,90000,2,0.0
XL3-1525235,1,1386892800000000000,1390262400000000000,96392,Yellow,Laos,32,63000,2,1.0
XL3-1267868,4,1385424000000000000,1389916800000000000,103090,Black,Laos,29,90000,1,0.0
XL3-1267868,17,1386892800000000000,1389916800000000000,103090,Black,Laos,29,73000,1,1.0
XL3-1256191,15,1385510400000000000,1391040000000000000,72650,Pearl,Laos,30,90000,10,0.0
XL3-1256191,16,1386892800000000000,1391040000000000000,72650,Pearl,Laos,30,63000,10,1.0
XL3-1549693,9,1386720000000000000,1390953600000000000,119461,Silver,Malaysia,29,80000,4,0.0
XL3-1549693,2,1386892800000000000,1390953600000000000,119461,Silver,Malaysia,29,63000,4,1.0
XL3-1512649,10,1385596800000000000,1390694400000000000,116300,Pearl,Laos,31,80000,9,0.0
XL3-1512649,15,1386892800000000000,1390694400000000000,116300,Pearl,Laos,31,46000,9,1.0
XL3-1146535,0,1383696000000000000,1392681600000000000,77370,Red,Laos,29,130000,8,0.0
XL3-1146535,37,1386892800000000000,1392681600000000000,77370,Red,Laos,29,91000,8,1.0
XL3-1240220,25,1386633600000000000,1390521600000000000,113490,Silver,Laos,29,90000,4,0.0
XL3-1240220,4,1386979200000000000,1390521600000000000,113490,Silver,Laos,29,63000,4,1.0
XL3-1514894,29,1386892800000000000,1390867200000000000,104558,Silver,Laos,30,100000,27,0.0
XL3-1514894,1,1386979200000000000,1390867200000000000,104558,Silver,Laos,30,73000,27,1.0
XL3-1041899,17,1386201600000000000,1390435200000000000,118533,Silver,Laos,30,80000,4,0.0
XL3-1041899,11,1387152000000000000,1390435200000000000,118533,Silver,Laos,30,53000,4,1.0
XL3-1510996,30,1386547200000000000,1391817600000000000,72463,Blue,Laos,30,90000,13,0.0
XL3-1510996,7,1387152000000000000,1391817600000000000,72463,Blue,Laos,30,63000,13,1.0
XL3-1549161,2,1386201600000000000,1389916800000000000,53915,Red,Cambodia,30,90000,15,0.0
XL3-1549161,11,1387152000000000000,1389916800000000000,53915,Red,Cambodia,30,75000,15,1.0
XL3-1273564,17,1386633600000000000,1390608000000000000,70110,Silver,Laos,29,90000,11,0.0
XL3-1273564,6,1387152000000000000,1390608000000000000,70110,Silver,Laos,29,73000,11,1.0
XL3-1540626,9,1387065600000000000,1390953600000000000,123805,Black,Malaysia,29,100000,2,0.0
XL3-1540626,1,1387152000000000000,1390953600000000000,123805,Black,Malaysia,29,90000,2,1.0
XL3-1510936,24,1386806400000000000,1390953600000000000,95228,Blue,Philippine,30,90000,11,0.0
XL3-1510936,4,1387152000000000000,1390953600000000000,95228,Blue,Philippine,30,63000,11,1.0
XL3-1017907,23,1386633600000000000,1390348800000000000,87779,Blue,Laos,32,90000,3,0.0
XL3-1017907,6,1387152000000000000,1390348800000000000,87779,Blue,Laos,32,63000,3,1.0
XL3-1237951,4,1385596800000000000,1390003200000000000,42540,Blue,Laos,37,100000,6,0.0
XL3-1237951,18,1387152000000000000,1390003200000000000,42540,Blue,Laos,37,66000,6,1.0
XL3-1500207,30,1387152000000000000,1391990400000000000,75124,Red,Laos,33,90000,3,0.0
XL3-1500207,0,1387152000000000000,1391990400000000000,75124,Red,Laos,33,63000,3,1.0
XL3-1500204,5,1385078400000000000,1391990400000000000,34722,Red,Laos,35,100000,7,0.0
XL3-1500204,24,1387152000000000000,1391990400000000000,34722,Red,Laos,35,73000,7,1.0
XL3-1126554,10,1386201600000000000,1391990400000000000,61891,Red,Laos,29,80000,3,0.0
XL3-1126554,11,1387152000000000000,1391990400000000000,61891,Red,Laos,29,63000,3,1.0
XL3-1277773,15,1385942400000000000,1391990400000000000,94207,Blue,Laos,30,90000,7,0.0
XL3-1277773,15,1387238400000000000,1391990400000000000,94207,Blue,Laos,30,60000,7,1.0
XL3-1252598,14,1386979200000000000,1391040000000000000,75412,Blue,Laos,32,80000,12,0.0
XL3-1252598,3,1387238400000000000,1391040000000000000,75412,Blue,Laos,32,53000,12,1.0
XL3-1205645,7,1387238400000000000,1391731200000000000,77571,Pearl,Armenia,31,90000,1,1.0
XL3-1512452,6,1385424000000000000,1392940800000000000,99224,Silver,Laos,31,90000,21,0.0
XL3-1512452,21,1387238400000000000,1392940800000000000,99224,Silver,Laos,31,53000,21,1.0
XL3-1253789,7,1385078400000000000,1392681600000000000,121208,Pearl,Laos,31,120000,7,0.0
XL3-1253789,25,1387238400000000000,1392681600000000000,121208,Pearl,Laos,31,83000,7,1.0
XL3-1556320,3,1386892800000000000,1390953600000000000,93050,Silver,Malaysia,29,110000,1,0.0
XL3-1556320,5,1387324800000000000,1390953600000000000,93050,Silver,Malaysia,29,93000,1,1.0
XL3-1045865,9,1386288000000000000,1390435200000000000,118904,Blue,Laos,30,80000,6,0.0
XL3-1045865,12,1387324800000000000,1390435200000000000,118904,Blue,Laos,30,63000,6,1.0
XL3-1519665,18,1385769600000000000,1393372800000000000,82698,Red,Chile,29,120000,20,0.0
XL3-1519665,18,1387324800000000000,1393372800000000000,82698,Red,Chile,29,73000,20,1.0
XL3-1131824,15,1386633600000000000,1392336000000000000,128253,Silver,Laos,30,80000,29,0.0
XL3-1131824,8,1387324800000000000,1392336000000000000,128253,Silver,Laos,30,43000,29,1.0
XL3-1508543,2,1385596800000000000,1391990400000000000,116736,Black,Philippine,32,125000,7,0.0
XL3-1508543,20,1387324800000000000,1391990400000000000,116736,Black,Philippine,32,70000,7,1.0
XL3-1174671,2,1385769600000000000,1390608000000000000,106867,Blue,Laos,29,80000,6,0.0
XL3-1174671,18,1387324800000000000,1390608000000000000,106867,Blue,Laos,29,63000,6,1.0
XL3-1185071,2,1385251200000000000,1390521600000000000,112182,Silver,Laos,30,80000,34,0.0
XL3-1185071,24,1387324800000000000,1390521600000000000,112182,Silver,Laos,30,53000,34,1.0
XL3-1262471,19,1386720000000000000,1390521600000000000,57913,Red,Laos,30,80000,7,0.0
XL3-1262471,7,1387324800000000000,1390521600000000000,57913,Red,Laos,30,53000,7,1.0
XL3-1231409,16,1386806400000000000,1390521600000000000,137681,Blue,Laos,30,80000,9,0.0
XL3-1231409,6,1387324800000000000,1390521600000000000,137681,Blue,Laos,30,53000,9,1.0
XL3-1533404,6,1387324800000000000,1391126400000000000,97130,Blue,Philippine,30,70000,1,1.0
XL3-1252859,1,1384560000000000000,1392422400000000000,127851,Pearl,Laos,30,80000,7,0.0
XL3-1252859,33,1387411200000000000,1392422400000000000,127851,Pearl,Laos,30,53000,7,1.0
XL3-1258955,14,1386720000000000000,1390953600000000000,76632,Red,Laos,30,80000,3,0.0
XL3-1258955,8,1387411200000000000,1390953600000000000,76632,Red,Laos,30,63000,3,1.0
XL3-1059669,2,1385769600000000000,1390435200000000000,90066,Silver,Laos,30,80000,7,0.0
XL3-1059669,19,1387411200000000000,1390435200000000000,90066,Silver,Laos,30,63000,7,1.0
XL3-1256923,16,1386201600000000000,1392595200000000000,69800,Black,Laos,29,120000,3,0.0
XL3-1256923,14,1387411200000000000,1392595200000000000,69800,Black,Laos,29,83000,3,1.0
XL3-1266459,19,1387324800000000000,1391731200000000000,96890,Blue,Philippine,29,90000,5,0.0
XL3-1266459,1,1387411200000000000,1391731200000000000,96890,Blue,Philippine,29,63000,5,1.0
XL3-1240153,13,1384387200000000000,1393372800000000000,92359,Blue,Laos,35,100000,35,0.0
XL3-1240153,36,1387497600000000000,1393372800000000000,92359,Blue,Laos,35,44000,35,1.0
XL3-1033621,17,1385251200000000000,1392681600000000000,123989,Blue,Laos,32,100000,27,0.0
XL3-1033621,26,1387497600000000000,1392681600000000000,123989,Blue,Laos,32,58000,27,1.0
XL3-1135590,18,1387324800000000000,1390694400000000000,83556,Red,Laos,29,80000,13,0.0
XL3-1135590,3,1387584000000000000,1390694400000000000,83556,Red,Laos,29,53000,13,1.0
XL3-1250623,5,1386547200000000000,1390694400000000000,95933,Blue,Laos,30,80000,9,0.0
XL3-1250623,12,1387584000000000000,1390694400000000000,95933,Blue,Laos,30,60000,9,1.0
XL3-1506550,10,1387756800000000000,1391644800000000000,94899,Silver,Philippine,30,90000,4,1.0
XL3-1268301,6,1386288000000000000,1391644800000000000,102768,Pearl,Micronesia,29,80000,10,0.0
XL3-1268301,17,1387756800000000000,1391644800000000000,102768,Pearl,Micronesia,29,60000,10,1.0
XL3-1519157,17,1386892800000000000,1393545600000000000,133372,Silver,Philippine,30,90000,5,0.0
XL3-1519157,10,1387756800000000000,1393545600000000000,133372,Silver,Philippine,30,70000,5,1.0
XL3-1274789,0,1386374400000000000,1390521600000000000,118867,Silver,Philippine,30,90000,2,0.0
XL3-1274789,16,1387756800000000000,1390521600000000000,118867,Silver,Philippine,30,73000,2,1.0
XL3-1148877,9,1387238400000000000,1389830400000000000,180071,Pearl,Laos,31,80000,8,0.0
XL3-1148877,6,1387756800000000000,1389830400000000000,180071,Pearl,Laos,31,70000,8,1.0
XL3-1269716,11,1386288000000000000,1392336000000000000,59524,Blue,Cambodia,30,120000,2,0.0
XL3-1269716,17,1387756800000000000,1392336000000000000,59524,Blue,Cambodia,30,93000,2,1.0
XL3-1510554,10,1387238400000000000,1390348800000000000,109875,Silver,Laos,30,80000,5,0.0
XL3-1510554,6,1387756800000000000,1390348800000000000,109875,Silver,Laos,30,63000,5,1.0
XL3-1519969,23,1387411200000000000,1392768000000000000,66273,Blue,Philippine,31,100000,11,0.0
XL3-1519969,4,1387756800000000000,1392768000000000000,66273,Blue,Philippine,31,73000,11,1.0
XL3-1191691,11,1386720000000000000,1391558400000000000,115217,Pearl,Philippine,31,100000,2,0.0
XL3-1191691,12,1387756800000000000,1391558400000000000,115217,Pearl,Philippine,31,73000,2,1.0
XL3-1052144,0,1386028800000000000,1390435200000000000,86076,White,Laos,31,90000,2,0.0
XL3-1052144,20,1387756800000000000,1390435200000000000,86076,White,Laos,31,73000,2,1.0
XL3-1519367,16,1387152000000000000,1391817600000000000,76049,Pearl,Laos,31,90000,3,0.0
XL3-1519367,7,1387756800000000000,1391817600000000000,76049,Pearl,Laos,31,70000,3,1.0
XL3-1143890,5,1387756800000000000,1391126400000000000,116025,Pearl,Philippine,29,80000,1,1.0
XL3-1271520,12,1387756800000000000,1390953600000000000,70624,Silver,Philippine,29,90000,1,1.0
XL3-1532647,16,1386547200000000000,1393977600000000000,109035,Black,Malaysia,30,110000,5,0.0
XL3-1532647,14,1387756800000000000,1393977600000000000,109035,Black,Malaysia,30,71000,5,1.0
XL3-1512894,7,1386979200000000000,1391558400000000000,80116,Silver,Philippine,29,80000,18,0.0
XL3-1512894,9,1387756800000000000,1391558400000000000,80116,Silver,Philippine,29,70000,18,1.0
XL3-1221486,1,1384992000000000000,1393372800000000000,93261,Silver,Chile,29,110000,6,0.0
XL3-1221486,33,1387843200000000000,1393372800000000000,93261,Silver,Chile,29,63000,6,1.0
XL3-1263220,6,1387756800000000000,1391731200000000000,101919,Silver,Philippine,31,80000,1,0.0
XL3-1263220,1,1387843200000000000,1391731200000000000,101919,Silver,Philippine,31,63000,1,1.0
XL3-1274714,0,1386115200000000000,1392940800000000000,76076,Blue,Laos,31,110000,7,0.0
XL3-1274714,20,1387843200000000000,1392940800000000000,76076,Blue,Laos,31,83000,7,1.0
XL3-1276885,21,1387843200000000000,1392940800000000000,103441,Pearl,Laos,31,100000,1,0.0
XL3-1276885,0,1387843200000000000,1392940800000000000,103441,Pearl,Laos,31,73000,1,1.0
XL3-1544039,2,1386201600000000000,1393372800000000000,74069,Gray,Philippine,29,90000,7,0.0
XL3-1544039,20,1387929600000000000,1393372800000000000,74069,Gray,Philippine,29,68000,7,1.0
XL3-1030075,13,1387238400000000000,1390953600000000000,102499,Black,Philippine,30,100000,1,0.0
XL3-1030075,8,1387929600000000000,1390953600000000000,102499,Black,Philippine,30,73000,1,1.0
XL3-1081236,12,1387065600000000000,1390867200000000000,112775,Red,Laos,30,80000,3,0.0
XL3-1081236,10,1387929600000000000,1390867200000000000,112775,Red,Laos,30,60000,3,1.0
XL3-1008132,0,1386288000000000000,1392336000000000000,129237,Pearl,Laos,29,80000,2,0.0
XL3-1008132,19,1387929600000000000,1392336000000000000,129237,Pearl,Laos,29,58000,2,1.0
XL3-1258750,14,1387670400000000000,1392854400000000000,116484,White,Laos,29,80000,3,0.0
XL3-1258750,3,1387929600000000000,1392854400000000000,116484,White,Laos,29,70000,3,1.0
XL3-1125738,23,1387756800000000000,1390867200000000000,125882,Blue,Laos,32,90000,7,0.0
XL3-1125738,2,1387929600000000000,1390867200000000000,125882,Blue,Laos,32,63000,7,1.0
XL3-1026943,0,1385596800000000000,1391817600000000000,100200,Black,Laos,30,100000,8,0.0
XL3-1026943,27,1387929600000000000,1391817600000000000,100200,Black,Laos,30,73000,8,1.0
XL3-1247948,25,1385337600000000000,1393632000000000000,98293,Black,Laos,30,120000,21,0.0
XL3-1247948,30,1387929600000000000,1393632000000000000,98293,Black,Laos,30,55000,21,1.0
XL3-1536311,9,1387065600000000000,1392681600000000000,132851,Silver,Malaysia,30,110000,1,0.0
XL3-1536311,10,1387929600000000000,1392681600000000000,132851,Silver,Malaysia,30,93000,1,1.0
XL3-1089858,12,1387929600000000000,1390608000000000000,76046,Silver,Laos,30,90000,3,1.0
XL3-1143806,14,1387929600000000000,1391731200000000000,87326,Blue,Philippine,29,100000,2,0.0
XL3-1143806,0,1387929600000000000,1391731200000000000,87326,Blue,Philippine,29,83000,2,1.0
XL3-1564978,25,1387929600000000000,1394582400000000000,69812,Silver,Malaysia,33,140000,4,1.0
XL3-1027517,1,1386892800000000000,1390608000000000000,55347,Red,Laos,29,80000,8,0.0
XL3-1027517,12,1387929600000000000,1390608000000000000,55347,Red,Laos,29,63000,8,1.0
XL3-1534100,13,1386201600000000000,1392595200000000000,76555,Pink,Laos,29,90000,13,0.0
XL3-1534100,20,1387929600000000000,1392595200000000000,76555,Pink,Laos,29,53000,13,1.0
XL3-1009981,20,1387929600000000000,1391990400000000000,106611,Silver,Laos,29,90000,13,0.0
XL3-1009981,1,1388016000000000000,1391990400000000000,106611,Silver,Laos,29,73000,13,1.0
XL3-1502462,18,1387497600000000000,1394755200000000000,87409,Silver,Cambodia,30,90000,4,0.0
XL3-1502462,6,1388016000000000000,1394755200000000000,87409,Silver,Cambodia,30,70000,4,1.0
XL3-1527146,16,1386720000000000000,1392595200000000000,54760,Red,Laos,30,100000,18,0.0
XL3-1527146,15,1388016000000000000,1392595200000000000,54760,Red,Laos,30,73000,18,1.0
XL3-1120528,21,1387152000000000000,1392595200000000000,106143,Silver,Laos,29,90000,7,0.0
XL3-1120528,10,1388016000000000000,1392595200000000000,106143,Silver,Laos,29,68000,7,1.0
XL3-1523822,8,1387411200000000000,1394496000000000000,72165,Blue,Philippine,29,110000,5,0.0
XL3-1523822,7,1388016000000000000,1394496000000000000,72165,Blue,Philippine,29,83000,5,1.0
XL3-1197755,7,1386288000000000000,1391990400000000000,113664,Blue,Laos,30,90000,7,0.0
XL3-1197755,20,1388016000000000000,1391990400000000000,113664,Blue,Laos,30,63000,7,1.0
XL3-1258367,18,1387238400000000000,1393372800000000000,137203,Black,Chile,30,100000,11,0.0
XL3-1258367,9,1388016000000000000,1393372800000000000,137203,Black,Chile,30,63000,11,1.0
XL3-1267750,1,1386892800000000000,1390435200000000000,67517,Blue,Laos,31,100000,2,0.0
XL3-1267750,13,1388016000000000000,1390435200000000000,67517,Blue,Laos,31,83000,2,1.0
XL3-1080028,36,1386892800000000000,1395187200000000000,91547,Blue,Laos,29,110000,14,0.0
XL3-1080028,13,1388016000000000000,1395187200000000000,91547,Blue,Laos,29,58000,14,1.0
XL3-1525026,3,1386720000000000000,1391990400000000000,75820,Blue,Laos,29,100000,5,0.0
XL3-1525026,15,1388016000000000000,1391990400000000000,75820,Blue,Laos,29,83000,5,1.0
XL3-1213543,8,1388016000000000000,1391990400000000000,68850,Blue,Laos,29,90000,3,1.0
XL3-1061008,5,1386374400000000000,1392422400000000000,122982,Black,Laos,30,80000,13,0.0
XL3-1061008,20,1388102400000000000,1392422400000000000,122982,Black,Laos,30,53000,13,1.0
